locatie.EAG;locatiecode;locatie.omschrijving;locatie.x;locatie.y;locatie.z;datum;jaar;Ca_mg/kg_dg_BS;Ca_mg/kg_dg_PW;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;WATDTE_m_PW;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;FESPFWratio;FESPDWratio;FESPPWratio;nlvrFW;nlvrOls;nlvrDW;nlvrPW
3360-EAG-17;PMW217;mp vegetatie polder Maarsseveen-Westbroek;137130;465020;;2016-05-31;2016;24000;;1.047;12000;1000;4400;71;7.4;;;;;;;1.6;;1.2;0.29;93;;;0.04;;2.5;4400;;;340;;;;;;;;2.43237301377614;2.00451347279985;;0.6936;;4.5141;-0.055745
3360-EAG-17;PMW328;mp vegetatie westbr. zodden;136962;464238;;2016-05-31;2016;17000;;1.075;21000;1800;7200;42;8.1;;;;;;;2.8;;0.7;0.06;66;;;0.02;;2.5;11000;;;960;;;;;;;;1.07605782334127;1.4596565664025;;0.0266999999999999;;0.6641;-0.24193
3360-EAG-17;PMW242;mp vegetatie polder Maarsseveen-Westbroek;136627;463771;;2016-05-31;2016;89000;;1.13;31000;4200;24000;64;12;;;;;;;2;;0.9;0.56;120;;;0.02;;2.5;4400;;;600;;;;;;;;14.5826041614007;14.3818001386021;;1.3605;;2.2041;0.16282
3360-EAG-17;PMW332;mp vegetatie westbr. zodden;137495;465019;;2016-05-31;2016;15000;;1.105;13000;1800;8400;63;12.2;;;;;;;0.78;;0.5;0.005;72;;;0.02;;2.5;6000;;;810;;;;;;;;2.99883501003123;2.82899580166903;;0.1749;;-0.8759;-0.2864525
3360-EAG-17;PMW243;mp vegetatie polder Maarsseveen-Westbroek;136677;463745;;2016-05-31;2016;12000;;1.232;8000;3000;28000;89;30.4;;;;;;;1.8;;0.4;1.3;170;;;0.01;;2.5;2000;;;750;;;;;;;;5.52614952194498;6.26296945820431;;2.5955;;-1.6459;0.76185
3302-EAG-1;OBT105;mp vegetatie Oostelijke binnenpolder v Tienhoven;135775;465362;;2016-06-02;2016;13000;;1.09;5000;1000;16000;86;17.8;;;;;;;3.3;;0.6;0.24;130;;;0.044;;2.5;3100;;;600;;;;;;;;-0.191868492157503;-0.3688534269281;;1.6075;;-0.1059;-0.09622
3302-EAG-1;OBT107;mp vegetatie Oostelijke binnenpolder v Tienhoven;135534;465275;;2016-06-02;2016;13000;;1.002;14000;1000;10000;57;7.3;;;;;;;2.3;;2.1;0.11;160;;;0.052;;2.5;8800;;;640;;;;;;;;-0.397386990514179;-0.350281333687899;;2.3485;;11.4441;-0.201455
3302-EAG-1;OBT101;mp vegetatie Oostelijke binnenpolder v Tienhoven;135420;465326;;2016-06-02;2016;11000;;1.14;10000;1700;7700;74;14.7;;;;;;;3.1;;0.8;0.13;130;;;0.036;;2.5;8500;;;1400;;;;;;;;-3.14979672718341;-3.33045930770854;;1.6075;;1.4341;-0.185265
3302-EAG-1;OBT124;mp vegetatie Oostelijke binnenpolder v Tienhoven;135219;465225;;2016-06-02;2016;5800;;1.154;10000;1900;6600;78;17.2;;;;;;;1;;1;0.03;210;;;0.044;;2.5;5300;;;1000;;;;;;;;0.418309681873205;0.426753713976628;;3.5835;;2.9741;-0.266215
3302-EAG-1;OBT135;mp vegetatie Oostelijke binnenpolder v Tienhoven;135296;464698;;2016-06-02;2016;3700;;1.213;3000;1200;1400;89;29;;;;;;;4.5;;0.6;0.47;220;;;0.064;;2.5;3000;;;1100;;;;;;;;-1.80455510247094;-2.05666524499204;;3.8305;;-0.1059;0.089965
3302-EAG-1;OBT134;mp vegetatie Oostelijke binnenpolder v Tienhoven;135820;464745;;2016-06-02;2016;8300;;1.092;7000;1300;2300;72;16.6;;;;;;;4.6;;1.1;0.16;200;;;0.028;;2.5;5700;;;1000;;;;;;;;-1.2247017746724;-1.47596670152779;;3.3365;;3.7441;-0.16098
3302-EAG-1;OBT131;mp vegetatie Oostelijke binnenpolder v Tienhoven;136274;464978;;2016-06-02;2016;4400;;1.265;3000;1500;8600;88;33.1;;;;;;;1.9;;0.2;0.27;140;;;0.048;;2.5;2400;;;1000;;;;;;;;-0.957227801608544;-3.27206964734162;;1.8545;;-3.1859;-0.071935
3360-EAG-17;PMW198;mp vegetatie polder Maarsseveen-Westbroek;136080;463882;;2016-06-06;2016;11000;;1.124;8000;1300;8900;65;14.1;;;;;;;3.9;;0.5;1.1;85;;;0.08;;2.5;8200;;;1300;;;;;;;;-6.29097604350506;-6.96771892899246;;0.496;;-0.8759;0.59995
3360-EAG-17;PMW196;mp vegetatie polder Maarsseveen-Westbroek;136345;464088;;2016-06-06;2016;4900;;1.148;11000;2500;31000;77;20.2;;;;;;;3.4;;0.6;1.5;130;;;0.058;;2.5;2700;;;630;;;;;;;;5.98493311894473;5.82155328356602;;1.6075;;-0.1059;0.92375
3360-EAG-17;PMW220;mp vegetatie polder Maarsseveen-Westbroek;136496;464160;;2016-06-06;2016;6500;;1.13;9000;1800;13000;77;18.2;;;;;;;1.8;;0.2;0.09;55;;;0.056;;2.5;3800;;;780;;;;;;;;4.45264330179261;6.60537222123725;;-0.245;;-3.1859;-0.217645
3360-EAG-17;PMW333;mp vegetatie westbr. zodden;136036;463591;;2016-06-06;2016;17000;;1.078;17000;1100;6700;43;5.9;;;;;;;1.6;;0.9;0.23;57;;;0.078;;2.5;18000;;;1100;;;;;;;;-7.9380062087412;-8.84293021724196;;-0.1956;;2.2041;-0.104315
3302-EAG-1;OBT108;mp vegetatie Oostelijke binnenpolder v Tienhoven;136870;465441;;2016-06-07;2016;15000;;1.185;22000;6000;15000;80;23.2;;;;;;;1.7;;1.1;0.51;300;;;0.104;;2.5;1500;;;410;;;;;;;;9.7726799421172;9.77560714018551;;5.8065;;3.7441;0.122345
3302-EAG-1;OBT111;mp vegetatie Oostelijke binnenpolder v Tienhoven;136599;465294;;2016-06-07;2016;5100;;1.193;13000;4000;25000;83;25.2;;;;;;;3.9;;0.5;1.1;160;;;0.07;;2.5;1100;;;330;;;;;;;;11.8737336534119;12.2955543546084;;2.3485;;-0.8759;0.59995
3302-EAG-2;OBT154;macrofyten 2014;136593;465772;;2016-06-07;2016;25000;;1.046;12000;1300;9500;51;9.9;;;;;;;0.57;;0.4;0.05;43;;;0.072;;2.5;6600;;;680;;;;;;;;1.49236653674105;0.700675924402985;;-0.5414;;-1.6459;-0.250025
3302-EAG-2;OBT142;vis Tienhovense Plassen;136148;465659;;2016-06-07;2016;8300;;1.039;19000;2400;1800;59;12.6;;;;;;;0.6;;0.2;0.02;41;;;0.086;;2.5;2000;;;260;;;;;;;;26.3411697134088;43.0312661614619;;-0.5908;;-3.1859;-0.27431
3302-EAG-2;OBT149;macrofyten 2014;136281;465567;;2016-06-07;2016;6200;;1.179;4000;1100;3200;88;26.4;;;;;;;1.5;;0.2;0.16;71;;;0.098;;2.5;1600;;;500;;;;;;;;1.79040652998099;3.36504337056982;;0.1502;;-3.1859;-0.16098
3360-EAG-17;PMW201;mp vegetatie polder Maarsseveen-Westbroek;137706;465407;;2017-06-06;2017;13000;;1.315;9000;4600;41000;87;37.6;;;;;;;2.6;;0.8;1.9;380;;;0.02;;2.5;2300;;;1100;17;;;;;;;3.91784669345851;3.46254686008087;;7.7825;;1.4341;1.24755
3360-EAG-17;PMW197;mp vegetatie polder Maarsseveen-Westbroek;135893;463672;;2017-06-06;2017;13000;;1.12;10000;2000;12000;71;17.4;;;;;;;3.4;;0.9;1.5;180;;;0.03;;2.5;5400;;;1100;18.2;;;;;;;0.259509601630735;0.36684019746905;;2.8425;;2.2041;0.92375
3360-EAG-19;PMW163;mp vegetatie polder Maarsseveen-Westbroek;135691;464511;;2017-06-06;2017;3800;;1.379;3000;1800;3300;92;41.6;;;;;;;0.82;;0.2;0.49;120;;;0.02;;2.5;1700;;;970;15.5;;;;;;;0.511333855958964;0.108844121565285;;1.3605;;-3.1859;0.106155
3360-EAG-19;PMW164;mp vegetatie polder Maarsseveen-Westbroek;136102;464707;;2017-06-06;2017;4300;;1.472;1100;1500;7400;93;47.8;;;;;;;4.6;;0.2;0.99;120;;;0.04;;2.5;1700;;;1200;17.5;;;;;;;-2.72672470611802;-5.16025785712574;;1.3605;;-3.1859;0.510905
3302-EAG-1;OBT100;mp vegetatie Oostelijke binnenpolder v Tienhoven;135054;465324;;2017-06-08;2017;5600;;1.203;8000;2700;1500;80;27.4;;;;;;;2.3;;0.5;0.21;170;;;0.12;;2.5;5900;;;1900;16.7;;;;;;;-1.98717024858727;-2.52423226128623;;2.5955;;-0.8759;-0.120505
3302-EAG-1;OBT109;mp vegetatie Oostelijke binnenpolder v Tienhoven;136984;465597;;2017-06-08;2017;13000;;1.431;8000;4800;17000;88;40.2;;;;;;;1.5;;0.2;0.73;190;;;0.03;;2.5;860;;;490;14.5;;;;;;;11.5208167230309;18.0319984829142;;3.0895;;-3.1859;0.300435
3302-EAG-1;OBT106;mp vegetatie Oostelijke binnenpolder v Tienhoven;135620;465263;;2017-06-08;2017;11000;;1.106;10000;2600;11000;70;23.6;;;;;;;4.1;;0.5;0.025;130;;;0.05;;2.5;7000;;;1800;14.9;;;;;;;-2.2821972104615;-2.43080880469917;;1.6075;;-0.8759;-0.2702625
3360-EAG-15;PMW187;mp vegetatie polder Maarsseveen-Westbroek;135951;464236;;2017-06-08;2017;25000;;1.117;10000;1900;3200;61;17.3;;;;;;;2.9;;0.8;0.34;160;;;0.01;;2.5;6200;;;1200;17.7;;;;;;;-0.658437745722457;-0.55328014039215;;2.3485;;1.4341;-0.01527
3360-EAG-13;PMW356;mp vegetatie Molenpolder;134314;462585;;2017-06-09;2017;27000;;1.047;12000;800;200;18;6.2;;;;;;;1.2;;0.7;0.025;47;;;0.04;;2.5;16000;;;1000;16.5;;;;;;;-11.1119470576105;-12.5712829116575;;-0.4426;;0.6641;-0.2702625
3360-EAG-13;PMW359;mp vegetatie Molenpolder;134060;462669;;2017-06-09;2017;2700;;1.358;1100;700;100;93;34.8;;;;;;;1.3;;0.2;0.1;59;;;0.02;;2.5;2100;;;990;17.2;;;;;;;-9.62823710909977;-7.0922085822154;;-0.1462;;-3.1859;-0.20955
3360-EAG-16;PMW343;mp vegetatie Molenpolder;135366;462747;;2017-06-09;2017;18000;;1.0525;7499.9995;750;960;45.5;12.15;40;;;;;;8.6;;0.6;0.7;75;24;;0.03;;2.5;10100;;;1220;19.05;;;;;;;-10.166776095265;-9.32755681237629;;0.249;;-0.1059;0.27615
3360-EAG-13;PMW362;mp vegetatie Molenpolder;134117;462594;;2017-06-09;2017;33000;;1.039;11000;700;40;19;6.2;;;;;;;2.9;;0.7;0.22;43;;;0.01;;2.5;21000;;;1300;16.7;;;;;;;-20.1748453912973;-20.263453092044;;-0.5414;;0.6641;-0.11241
3360-EAG-10;PMW363;mp vegetatie Molenpolder;133597;462202;;2017-06-12;2017;34000;;1.011;11000;800;200;17;7.8;;;;;;;2.4;;0.7;0.19;52;;;0.08;;2.5;22000;;;1700;17.3;;;;;;;-23.0470051055591;-21.6434178956795;;-0.3191;;0.6641;-0.136695
3360-EAG-10;PMW365;mp vegetatie Molenpolder;133457;462147;;2017-06-12;2017;29000;;1.036;16000;900;10;30;5.7;;;;;;;2.8;;1.1;0.16;63;;;0.02;;2.5;32000;;;1900;17.1;;;;;;;-21.2091286768793;-20.0335768951744;;-0.0473999999999999;;3.7441;-0.16098
3360-EAG-10;PMW369;mp vegetatie Molenpolder;133284;462254;;2017-06-12;2017;27000;;1.045;26000;2100;50;38;8;;;;;;;2.2;;1.3;0.14;110;;;0.03;;2.5;42000;;;3500;17.1;;;;;;;-20.1469537314493;-20.1155885189815;;1.1135;;5.2841;-0.17717
3360-EAG-10;PMW370;mp vegetatie Molenpolder;133212;462185;;2017-06-12;2017;24000;;1.061;22000;3100;10;63;13.3;;;;;;;3;;1.3;0.31;190;;;0.01;;2.5;42000;;;5900;17.6;;;;;;;-20.9466498264242;-21.8221802529705;;3.0895;;5.2841;-0.039555
3360-EAG-10;PMW372;mp macrofauna molenpolder;133705;462566;;2017-06-12;2017;26000;;1.059;14000;1200;5;37;8.3;;;;;;;1.8;;0.8;0.1;66;;;0.14;;2.5;35000;;;3100;17;;;;;;;-35.2871643580798;-32.555181624274;;0.0266999999999999;;1.4341;-0.20955
3360-EAG-16;PMW347;mp vegetatie Molenpolder;135094;461821;;2017-06-13;2017;15000;;1.041;22499.998;2300;2700;52;9.75;40;;;;;;8.1;;1.2;1.2;120;21;2.1;0.04;;2.5;24999.998;;;2550;17.5;;;;;;;-9.89633211110455;-9.72494265513346;;1.3605;-0.742866965842319;4.5141;0.6809
3360-EAG-16;PMW349;mp vegetatie Molenpolder;135155;461782;;2017-06-13;2017;21000;;1.119;27499.9995;3550;7900;63;13.55;40;;;;;;6.1;;0.95;1.5;125;15;3.2;0.03;;2.5;28499.9975;;;3450;17.2;;;;;;;-10.9090783015189;-12.9238232340882;;1.484;-0.536887757474011;2.5891;0.92375
3360-EAG-16;PMW353;mp vegetatie Molenpolder;135318;462167;;2017-06-13;2017;32000;;1.0475;5050;600;510;52;21.1;40;;;;;;2.3;;0.5;0.11;56.5;29;11;0.01;;2.5;9430;;;810;17.95;;;;;;;-7.9584894784683;-12.6164079707766;;-0.20795;0.923692083683089;-0.8759;-0.201455
3360-EAG-16;PMW342;mp vegetatie Molenpolder;134881;462268;;2017-06-13;2017;19000;;1.1525;5500;1100;1300;68;22.7;30;;;;;;3.1;;0.45;0.27;96;23;9.4;0.01;;2.5;7300;;;1300;18.35;;;;;;;-6.72563985840849;-8.89130538238209;;0.7677;0.624085962420094;-1.2609;-0.071935
3360-EAG-16;PMW339;mp vegetatie Molenpolder;134811;462329;;2017-06-13;2017;19000;;1.089;18000;2450;1100;55;12.55;30;;;;;;1.9;;0.7;0.08;92;9;1.5;0.01;;2.5;18499.9985;;;2350;19.2;;;;;;;-9.90400471512626;-11.2671158775439;;0.6689;-0.855219261315943;0.6641;-0.22574
3360-EAG-16;PMW401;mp vegetatie oever Molenpolder;135189;462967;;2017-06-15;2017;28000;;1.235;9000;900;3800;72;8.2;;;;;;;0.29;;0.6;0.06;57;;;0.06;;2.5;12000;;;1200;23.5;;;;;;;-11.5788132081055;-10.9998725477003;;-0.1956;;-0.1059;-0.24193
3360-EAG-16;PMW402;mp vegetatie oever Molenpolder;134787;462586;;2017-06-15;2017;19000;;1.179;4000;1000;6600;87;22.3;;;;;;;3.8;;0.2;0.58;81;;;0.02;;2.5;10000;;;2600;22;;;;;;;-24.1591806058042;-37.2059218563131;;0.3972;;-3.1859;0.17901
3360-EAG-16;PMW338;mp vegetatie Molenpolder;134455;462231;;2017-06-15;2017;14000;;1.327;1100;700;2800;92;27.9;;;;;;;1.3;;0.2;0.1;32;;;0.02;;2.5;5800;;;2100;22.5;;;;;;;-51.2593325581765;-24.9627527892948;;-0.8131;;-3.1859;-0.20955
3360-EAG-16;PMW336;mp vegetatie Molenpolder;134331;462213;;2017-06-15;2017;36000;;1.09;25999.998;3550;4200;64.5;13;35;;;;;;2.1;;0.85;0.24;110;8;;0.02;;2.5;26999.9995;;;3300;19;;;;;;;-11.0794407573467;-13.718394426824;;1.1135;;1.8191;-0.09622
2110-EAG-5;MPA143;mp vegetatie;120236;480089;;2017-07-11;2017;;;1.258;17000;7200;;92;33.6;95;;;;;;;;1.1;;460;42;18;;;;6400;;;2700;19.9;;;;;;;3.01150256231131;2.95152455454752;;9.7585;2.23446886420869;3.7441;
2110-EAG-2;MPA191;macrofyten_2014;119098;481026;;2017-07-11;2017;;;1.069;18000;3100;;66;15.9;170;;;;;;;;1;;170;48;8.2;;;;22000;;;3700;19.1;;;;;;;-10.9101039377763;-11.2678963321507;;2.5955;0.399381371472848;2.9741;
2110-EAG-2;MPA192;macrofyten_2014;118406;480420;;2017-07-11;2017;;;1.085;18000;2300;;61;11.7;120;;;;;;;;1.3;;170;27;3.5;;;;4500;;;570;21;;;;;;;4.265125673566;4.33590193260298;;2.5955;-0.480711609737199;5.2841;
2110-EAG-5;MPA193;macrofyten_2014;120142;481153;;2017-07-11;2017;;;1.289;16000;8000;;93;37.6;90;;;;;;;;2.1;;1000;84;40;;;;3800;;;1800;21;;;;;;;2.69838285579069;2.47789078051067;;23.0965;6.35405303157487;11.4441;
3230-EAG-4;PKH131;mp vegetatie;136295;470557;;2017-07-12;2017;40000;;1.112;28000;5500;1200;77;17.8;55;;;;;;0.81;;0.7;0.74;140;;;0.04;;;27000;0.7;;5400;16.5;;;;;;;-15.4695302374054;-15.0733571563008;-0.0143405101698296;1.8545;;0.6641;0.30853
3230-EAG-4;PKH133;mp vegetatie;136340;471228;;2017-07-12;2017;9600;;1.203;7000;2400;190;78;27.9;50;;;;;;7.6;;0.9;0.96;310;;;0.75;;;7900;3.6;;2700;18.8;;;;;;;-4.11932879470848;-4.16523241031022;-3.51263465165372;6.0535;;2.2041;0.48662
3230-EAG-4;PKH137;mp vegetatie;136690;471471;;2017-07-12;2017;3100;;1.314;5000;2700;10;93;44.9;45;;;;;;2.2;;0.2;0.17;230;;;15;;;5200;25;;3100;20.2;;;;;;;-6.50864946658101;-11.249301587505;-142.022574355796;4.0775;;-3.1859;-0.152885
